0.000000000000000000e+00 1.862653740024592164e+00
1.900000000000000105e-05 1.807045726190645851e+00
3.800000000000000209e-05 1.746450371541129254e+00
5.700000000000000314e-05 1.681534855431711550e+00
7.600000000000000418e-05 1.613013749717326917e+00
9.500000000000000523e-05 1.541641237747123361e+00
1.140000000000000063e-04 1.468202898269799439e+00
1.330000000000000073e-04 1.393507143761990363e+00
1.520000000000000084e-04 1.318376406481309049e+00
1.710000000000000094e-04 1.243638168339251671e+00
1.900000000000000105e-04 1.170115932430972228e+00
2.090000000000000115e-04 1.098620234720912858e+00
2.280000000000000126e-04 1.029939793992923125e+00
2.470000000000000407e-04 9.648328966865538092e-01
2.660000000000000146e-04 9.040191107301847051e-01
2.849999999999999886e-04 8.481714189069400334e-01
3.040000000000000167e-04 7.979088577574404706e-01
3.230000000000000449e-04 7.537897425268773599e-01
3.420000000000000188e-04 7.163055523164689742e-01
3.609999999999999928e-04 6.858755423876683466e-01
3.800000000000000209e-04 6.628421427010552369e-01
3.990000000000000491e-04 6.474671931702917771e-01
4.180000000000000230e-04 6.399290570294091651e-01
4.369999999999999970e-04 6.403206441275492988e-01
4.560000000000000251e-04 6.486483660561415121e-01
4.750000000000000533e-04 6.648320348426958182e-01
4.940000000000000814e-04 6.887057066666872895e-01
5.130000000000000011e-04 7.200194617264917829e-01
5.320000000000000293e-04 7.584421011739284069e-01
5.510000000000000574e-04 8.035647320214660549e-01
5.699999999999999772e-04 8.549052012192663863e-01
5.890000000000000053e-04 9.119133308219259382e-01
6.080000000000000335e-04 9.739768974064174634e-01
6.270000000000000616e-04 1.040428290757790419e+00
6.460000000000000898e-04 1.110551779404100214e+00
6.650000000000000095e-04 1.183591303932078231e+00
6.840000000000000377e-04 1.258758713230818671e+00
7.030000000000000658e-04 1.335242353942162508e+00
7.219999999999999855e-04 1.412215919504523409e+00
7.410000000000000137e-04 1.488847462329362825e+00
7.600000000000000418e-04 1.564308470808620566e+00
7.790000000000000700e-04 1.637782912124651657e+00
