5.66534089	0.1078	0.8800973906552348	0.04402771093426397	0.0028440876947442018
5.7127178	0.1101	0.8859146027684144	0.038515298509006785	0.0013447244541089087
5.73491723	0.1062	0.8693898795581552	-0.0039202355369873515	0.0009326660999258163
5.73192446	0.115	0.9045471253331452	-0.03141046770154797	-0.0029174573823248784
5.71176004	0.1214	0.9302604417567679	-0.04494207960432052	-0.003547713244746467
5.68522181	0.1235	0.9408039891078197	-0.0365357912057646	-0.0013913556349536699
5.66327937	0.1242	0.946028772852153	-0.01857920004565257	0.0012819569230607258
5.63995706	0.1263	0.9561228049100604	-0.008401557524655753	0.001173261911323109
5.6011602	0.1285	0.9675701135964652	-0.00818485819882607	-0.003947269051217089
5.54100561	0.1283	0.9721656583274945	-0.011172514944562395	-0.011732464993606348
5.47257694	0.1281	0.9772110514483994	-0.02076761560320961	-0.01587135124631346
5.41809219	0.1284	0.9827345906766857	-0.032564488126156685	-0.014900282183450214
5.39332943	0.1303	0.9921435071386909	-0.0438843934965876	-0.009570703043291884
5.39450417	0.1323	0.999080824772141	-0.050745948839895944	-0.004357380889087797
5.41464517	0.1328	0.9996436543806038	-0.040194428398569265	-0.00257470350875115
5.44220158	0.1304	0.9888244125873035	-0.013604842032208006	-0.003276564007927363
5.47697923	0.1263	0.9702726035362291	0.010722195663831383	-0.003210280662135079
5.52119146	0.1228	0.9526477419246469	0.022120804584864817	-0.00039694296707146193
5.5745465	0.1204	0.9385505606138788	0.019815854088636703	0.004848015762306257
5.63427045	0.117	0.9203170146905065	0.014164016865483464	0.01091272904482321
5.69932337	0.1109	0.8908662612052289	0.012904347614025646	0.01599073880069303
5.76455521	0.1068	0.8690385665483754	0.022893461124138204	0.018368166741842773
5.81038379	0.1084	0.8717322675048607	0.038324527988879864	0.015982737353019555
5.8156077	0.1089	0.8732286744678608	0.037668987783751606	0.011643218526211113
5.78622126	0.1068	0.8675077186598302	0.02911892391837953	0.007953753425337856
5.73370171	0.1021	0.8524502597310775	0.021745320301718357	0.0055118057968852885
5.6751082	0.0805	0.7607255933571863	0.0015211655748892522	0.004673723067679519
5.67874421	0.0793	0.7543457956508545	0.03342588138275024	-0.005584353941940706
5.66439658	0.0917	0.8129911704595736	0.003545422584310884	-0.003071837350550874
5.65876683	0.0889	0.8005541239469031	-0.022201608556244284	0.0019617957822437304
5.60987341	0.0885	0.8017352198202207	-0.030329481861988375	-0.020834990127710035
5.59776036	0.1131	0.9070515882515122	-0.044706724855738664	-0.008772397635248702
5.59055312	0.1189	0.9303701326928597	-0.049971525883403964	-0.0037635334510917745
5.60765192	0.1262	0.9566580342062938	-0.055462356917897276	-0.0015114893373325694
5.63995107	0.1323	0.9772716932040151	-0.051197866807456055	-0.0019228693121829399
5.66569814	0.1344	0.9833815043888687	-0.03012626641375124	-0.0026281522814940728
5.66460333	0.1327	0.9777359175793887	-0.0017627915063919142	0.0003691070028608856
5.62900913	0.1311	0.9749241615855432	0.020417396420238848	0.00813503318255912
5.57088701	0.1303	0.9764030758504653	0.03246546547772705	0.017772369820930972
5.50995302	0.1289	0.9768390993520867	0.028391919929776743	0.010473957784800203
5.46972974	0.1304	0.985589494907072	0.041703704172927514	0.012665902726263278
5.45278541	0.1295	0.9833519252995162	0.047998119095649494	0.004809160014308755
5.45074926	0.1274	0.9752228531897593	0.05359862720524619	0.00047734203377602924
